cat_id|article_nr|oe|title|description|brand|kba|part_state|quantity|vat|price|price_b2b|bulky|delivery|delivery_time|properties|img_1|img_2|img_3|img_4|img_5|img_6
38|DKCC10231170|"1J0 614 117 G / 1C0 907 379 L"|"SKODA OCTAVIA 1U 97-11, ABS PUMPE"|placeholder|"OCTAVIA IU"||2|1|0|500|500|1|59|3-6|MOTORCODE,ALH,MOTORTYPE,1.9TDI,GEARBOXCODE,,MILEAGE,999,QUALITY,B1|https://egluitistabcloudprod.blob.core.windows.net/pictures/70/P/102/311/70/F499852F-219D-47C8-9D50-48E031563A58|https://egluitistabcloudprod.blob.core.windows.net/pictures/70/P/102/311/70/3EE7B280-ABC6-4C7A-95AA-F48BBCA9C165|https://egluitistabcloudprod.blob.core.windows.net/pictures/70/P/102/311/70/7440E9AA-2F71-444E-AE56-B9BE65AEEC82|https://egluitistabcloudprod.blob.core.windows.net/pictures/70/P/102/311/70/F499852F-219D-47C8-9D50-48E031563A58|https://egluitistabcloudprod.blob.core.windows.net/pictures/70/P/102/311/70/3EE7B280-ABC6-4C7A-95AA-F48BBCA9C165
